"","from","to","x","y"
"299","n1121","n1761",198.125989342089,-24.6869673979564
"300","n1122","n471",43.0233816510255,44.2663319735851
"301","n1123","n96",-29.3301934171354,-73.360699178292
"302","n1123","n150",-29.3301934171354,-73.360699178292
"303","n1124","n382",-4.62365150370619,173.775661903319
"304","n1125","n15",-96.7938020741831,55.3812616068868
"305","n1125","n52",-96.7938020741831,55.3812616068868
"306","n1125","n236",-96.7938020741831,55.3812616068868
"307","n1125","n376",-96.7938020741831,55.3812616068868
"308","n1125","n746",-96.7938020741831,55.3812616068868
"309","n1125","n1408",-96.7938020741831,55.3812616068868
"310","n1125","n1626",-96.7938020741831,55.3812616068868
"311","n1126","n7",-33.6967383777671,-85.7182223713869
"312","n1126","n625",-33.6967383777671,-85.7182223713869
"313","n1126","n692",-33.6967383777671,-85.7182223713869
"314","n1126","n873",-33.6967383777671,-85.7182223713869
"315","n1126","n976",-33.6967383777671,-85.7182223713869
"316","n1126","n1209",-33.6967383777671,-85.7182223713869
"317","n1126","n1398",-33.6967383777671,-85.7182223713869
"318","n1127","n346",86.841767061277,134.163175228188
"319","n1127","n1682",86.841767061277,134.163175228188
"320","n1128","n88",144.847473295934,-193.937503564535
"321","n113","n21",311.381431856398,6.46152909563635
"322","n1130","n735",-136.423266813666,-28.2812037625626
"323","n1130","n945",-136.423266813666,-28.2812037625626
"324","n1132","n1132",264.152617652025,-30.263318684435
"325","n1133","n1562",12.3872213543698,285.555881911795
"326","n1134","n138",-105.075797227534,-127.093177112653
"327","n1135","n1491",110.675515491262,-51.6389667970356
"328","n1136","n72",124.626853945873,133.790113626631
"329","n1136","n506",124.626853945873,133.790113626631
"330","n1137","n37",141.657721022788,68.0155435744822
"331","n1137","n87",141.657721022788,68.0155435744822
"332","n1137","n379",141.657721022788,68.0155435744822
"333","n1137","n499",141.657721022788,68.0155435744822
"334","n1137","n929",141.657721022788,68.0155435744822
"335","n1137","n1484",141.657721022788,68.0155435744822
"336","n1138","n1371",181.936431613169,142.281599480036
"337","n1139","n1072",-110.415732797901,-150.632634529194
"338","n114","n114",342.322727674689,29.6317169422911
"339","n1140","n499",139.814048400333,46.7422151888876
"340","n1140","n929",139.814048400333,46.7422151888876
"341","n1141","n273",301.715703024766,165.909654803219
"342","n1142","n124",-175.802209292983,47.0499102719571
"343","n1142","n448",-175.802209292983,47.0499102719571
"344","n1142","n1092",-175.802209292983,47.0499102719571
"345","n1143","n37",56.241657501846,41.0009130912245
"346","n1143","n1698",56.241657501846,41.0009130912245
"347","n1144","n1219",63.4191268950143,-40.779988144691
"348","n1144","n1535",63.4191268950143,-40.779988144691
"349","n1145","n377",-35.262271749576,83.7187263104118
"350","n1145","n843",-35.262271749576,83.7187263104118
"351","n1145","n891",-35.262271749576,83.7187263104118
"352","n1145","n1286",-35.262271749576,83.7187263104118
"353","n1145","n1588",-35.262271749576,83.7187263104118
"354","n1145","n1825",-35.262271749576,83.7187263104118
"355","n1145","n1826",-35.262271749576,83.7187263104118
"356","n1145","n1827",-35.262271749576,83.7187263104118
"357","n1146","n1478",2.29626350956945,113.153972979443
"358","n1146","n1604",2.29626350956945,113.153972979443
"359","n1147","n274",26.7280024583401,-189.527391123014
"360","n1147","n821",26.7280024583401,-189.527391123014
"361","n1147","n946",26.7280024583401,-189.527391123014
"362","n1147","n1454",26.7280024583401,-189.527391123014
"363","n1148","n1579",19.1054983729954,199.210391228261
"364","n1149","n1390",167.274308200255,-73.4154464120368
"365","n115","n894",50.2432847381846,-118.669219916483
"366","n1150","n1502",99.4775235714547,-11.433933775088
"367","n1150","n1582",99.4775235714547,-11.433933775088
"368","n1151","n224",-9.31518872139716,243.850173225269
"369","n1152","n1055",45.5516933699246,-221.906044308043
"370","n1152","n1366",45.5516933699246,-221.906044308043
"371","n1152","n1515",45.5516933699246,-221.906044308043
"372","n1153","n1467",130.879091303559,282.894226509976
"373","n1154","n248",-93.207373390173,100.318961814159
"374","n1154","n1169",-93.207373390173,100.318961814159
"375","n1154","n1553",-93.207373390173,100.318961814159
"376","n1154","n1618",-93.207373390173,100.318961814159
"377","n1154","n1925",-93.207373390173,100.318961814159
"378","n1155","n396",-39.6039730191633,185.039466305053
"379","n1155","n1680",-39.6039730191633,185.039466305053
"380","n1156","n536",-149.649883761103,38.9886657044635
"381","n1156","n567",-149.649883761103,38.9886657044635
"382","n1156","n1408",-149.649883761103,38.9886657044635
"383","n1157","n822",-33.2819637580089,158.944234317432
"384","n1157","n836",-33.2819637580089,158.944234317432
"385","n1157","n1166",-33.2819637580089,158.944234317432
"386","n1157","n1905",-33.2819637580089,158.944234317432
"387","n1158","n836",-54.6606164494579,139.396483549663
"388","n1159","n379",213.142361656037,89.9395880368275
"389","n116","n409",-56.2224806823567,-135.020840059842
"390","n116","n1096",-56.2224806823567,-135.020840059842
"391","n1160","n219",254.490526439276,-160.871579137661
"392","n1161","n649",293.669135750339,-104.669117581825
"393","n1161","n1190",293.669135750339,-104.669117581825
"394","n1162","n1491",107.916374623017,-54.9477971508692
"395","n1164","n217",333.271355073035,3.66778407500906
"396","n1165","n58",-122.485602974758,147.734678868487
"397","n1166","n10",5.43112903705496,109.315531774308
"398","n1166","n128",5.43112903705496,109.315531774308
"399","n1166","n691",5.43112903705496,109.315531774308
"400","n1166","n1157",5.43112903705496,109.315531774308
"401","n1167","n382",-2.77763476924112,171.592452664267
"402","n1168","n991",173.109059256209,-134.952240688163
"403","n1169","n33",-62.5406806879058,40.260396935354
"404","n1169","n150",-62.5406806879058,40.260396935354
"405","n1169","n305",-62.5406806879058,40.260396935354
"406","n1169","n655",-62.5406806879058,40.260396935354
"407","n1169","n1154",-62.5406806879058,40.260396935354
"408","n117","n1096",-43.813432657025,-195.944663483013
"409","n1170","n233",35.987407056766,111.93035080688
"410","n1170","n382",35.987407056766,111.93035080688
"411","n1170","n748",35.987407056766,111.93035080688
"412","n1170","n760",35.987407056766,111.93035080688
"413","n1170","n846",35.987407056766,111.93035080688
"414","n1170","n882",35.987407056766,111.93035080688
"415","n1170","n1249",35.987407056766,111.93035080688
"416","n1170","n1675",35.987407056766,111.93035080688
"417","n1170","n1678",35.987407056766,111.93035080688
"418","n1171","n943",220.835351227186,-110.069598154532
"419","n1172","n1693",-91.9062667541562,122.141028605075
"420","n1174","n836",-57.075996719756,137.807007999031
"421","n1175","n664",-189.387888776044,19.0812176572189
"422","n1175","n868",-189.387888776044,19.0812176572189
"423","n1175","n1120",-189.387888776044,19.0812176572189
"424","n1176","n1004",45.6188667605272,281.710237448222
"425","n1177","n321",285.65450191676,-57.8644267456803
"426","n1178","n953",-59.4773123690578,214.783349239399
"427","n1179","n1517",-130.060694875196,-113.0443647714
"428","n118","n675",19.8871889400528,301.433409785419
"429","n1180","n382",-67.4063706635795,127.680091990168
"430","n1180","n1402",-67.4063706635795,127.680091990168
"431","n1180","n1711",-67.4063706635795,127.680091990168
"432","n1180","n1712",-67.4063706635795,127.680091990168
"433","n1180","n1713",-67.4063706635795,127.680091990168
"434","n1181","n651",215.405505196753,228.896412297242
"435","n1181","n1493",215.405505196753,228.896412297242
"436","n1182","n1592",332.025609997053,-22.3448933679463
"437","n1183","n10",-29.6810475968641,32.5649580156805
"438","n1183","n127",-29.6810475968641,32.5649580156805
"439","n1183","n137",-29.6810475968641,32.5649580156805
"440","n1183","n144",-29.6810475968641,32.5649580156805
"441","n1183","n158",-29.6810475968641,32.5649580156805
"442","n1183","n214",-29.6810475968641,32.5649580156805
"443","n1183","n231",-29.6810475968641,32.5649580156805
"444","n1183","n271",-29.6810475968641,32.5649580156805
"445","n1183","n279",-29.6810475968641,32.5649580156805
"446","n1183","n329",-29.6810475968641,32.5649580156805
"447","n1183","n357",-29.6810475968641,32.5649580156805
"448","n1183","n364",-29.6810475968641,32.5649580156805
"449","n1183","n377",-29.6810475968641,32.5649580156805
"450","n1183","n388",-29.6810475968641,32.5649580156805
"451","n1183","n489",-29.6810475968641,32.5649580156805
"452","n1183","n631",-29.6810475968641,32.5649580156805
"453","n1183","n679",-29.6810475968641,32.5649580156805
"454","n1183","n680",-29.6810475968641,32.5649580156805
"455","n1183","n721",-29.6810475968641,32.5649580156805
"456","n1183","n722",-29.6810475968641,32.5649580156805
"457","n1183","n762",-29.6810475968641,32.5649580156805
"458","n1183","n764",-29.6810475968641,32.5649580156805
"459","n1183","n774",-29.6810475968641,32.5649580156805
"460","n1183","n782",-29.6810475968641,32.5649580156805
"461","n1183","n795",-29.6810475968641,32.5649580156805
"462","n1183","n836",-29.6810475968641,32.5649580156805
"463","n1183","n843",-29.6810475968641,32.5649580156805
"464","n1183","n879",-29.6810475968641,32.5649580156805
"465","n1183","n886",-29.6810475968641,32.5649580156805
"466","n1183","n1043",-29.6810475968641,32.5649580156805
"467","n1183","n1063",-29.6810475968641,32.5649580156805
"468","n1183","n1219",-29.6810475968641,32.5649580156805
"469","n1183","n1245",-29.6810475968641,32.5649580156805
"470","n1183","n1304",-29.6810475968641,32.5649580156805
"471","n1183","n1396",-29.6810475968641,32.5649580156805
"472","n1183","n1461",-29.6810475968641,32.5649580156805
"473","n1183","n1628",-29.6810475968641,32.5649580156805
"474","n1183","n1699",-29.6810475968641,32.5649580156805
"475","n1184","n127",-19.9049792705112,57.0130839966732
"476","n1184","n357",-19.9049792705112,57.0130839966732
"477","n1184","n1027",-19.9049792705112,57.0130839966732
"478","n1185","n382",-62.7471042657878,122.256456732225
"479","n1185","n1365",-62.7471042657878,122.256456732225
"480","n1185","n1762",-62.7471042657878,122.256456732225
"481","n1186","n1104",-46.7579348090701,-13.9940174997946
"482","n1187","n263",34.9850818415877,34.9090462557623
"483","n1187","n332",34.9850818415877,34.9090462557623
"484","n1187","n421",34.9850818415877,34.9090462557623
"485","n1187","n1030",34.9850818415877,34.9090462557623
"486","n1188","n857",6.33702730288294,-51.0679076890272
"487","n1188","n1104",6.33702730288294,-51.0679076890272
"488","n1188","n1348",6.33702730288294,-51.0679076890272
"489","n1188","n1757",6.33702730288294,-51.0679076890272
"490","n1188","n1758",6.33702730288294,-51.0679076890272
"491","n1188","n1759",6.33702730288294,-51.0679076890272
"492","n1189","n505",269.326898709022,72.8570928253726
"493","n1189","n620",269.326898709022,72.8570928253726
"494","n1189","n633",269.326898709022,72.8570928253726
"495","n119","n1690",262.15990699794,130.562059756746
"496","n1190","n649",293.728720626886,-111.552494516123
"497","n1190","n728",293.728720626886,-111.552494516123
"498","n1190","n1161",293.728720626886,-111.552494516123
"499","n1191","n819",13.7938168151489,-111.518873478895
"500","n1192","n668",75.8405972133371,201.994730429092
"501","n1193","n745",-52.6585648862701,184.542470386032
"502","n1194","n96",-16.5685510364489,-143.939322301787
"503","n1195","n618",5.89505312965678,122.926336704572
"504","n1196","n139",127.392057390559,-218.707252894829
"505","n1196","n1395",127.392057390559,-218.707252894829
"506","n1197","n473",63.4054243099159,-13.9107483508781
"507","n1197","n841",63.4054243099159,-13.9107483508781
"508","n1197","n857",63.4054243099159,-13.9107483508781
"509","n1197","n1044",63.4054243099159,-13.9107483508781
"510","n1197","n1445",63.4054243099159,-13.9107483508781
"511","n1198","n1208",303.87054776029,-88.9559526013338
"512","n1199","n429",260.374306349011,-116.215629200682
"513","n12","n326",-59.3671579241945,-210.164162294867
"514","n120","n1660",205.105666715185,238.59285448793
"515","n120","n2033",205.105666715185,238.59285448793
"516","n1200","n631",-96.355240674366,-71.2392328468079
"517","n1201","n611",191.774884779647,166.674033429873
"518","n1202","n332",35.1064946117868,22.2822058548568
"519","n1202","n336",35.1064946117868,22.2822058548568
"520","n1203","n96",7.78996218368538,-109.646954440361
"521","n1203","n819",7.78996218368538,-109.646954440361
"522","n1204","n1390",166.337362537423,-78.7141811343332
"523","n1205","n218",111.968638858231,77.9509252008343
"524","n1205","n1285",111.968638858231,77.9509252008343
"525","n1206","n491",-114.012469271403,-105.212059031681
"526","n1207","n453",48.915615208517,308.92707788759
"527","n1208","n1198",300.981312484746,-96.1957655379732
"528","n1209","n1126",-50.0029707414978,-119.998043107556
"529","n121","n638",95.2966596339172,152.333111193175
"530","n1210","n224",23.7795714644698,235.78576203024
"531","n1211","n991",171.02515695864,-121.990119558428
"532","n1211","n1095",171.02515695864,-121.990119558428
"533","n1212","n203",94.3687518229914,-132.550480318434
